Soil Moisture,Temperature,Humidity,Time,Status
14,19,35,13,1
54,32,23,76,1
6,12,43,56,1
46,29,52,32,1
12,22,44,40,1
76,16,43,69,1
7,23,44,108,0
76,37,61,65,1
30,20,45,96,0
36,36,25,83,1
19,33,43,43,1
48,36,55,103,0
88,25,28,0,0
55,37,25,88,1
13,41,48,83,1
12,8,29,59,1
80,20,37,85,1
90,31,55,38,0
75,28,24,43,1
55,12,41,55,1
81,38,34,46,1
79,33,58,62,1
71,14,24,68,0
83,8,47,63,0
38,10,38,38,1
44,0,62,47,0
11,34,35,37,1
51,27,31,22,1
88,6,60,97,0
13,8,30,46,1
14,41,54,69,1
26,5,38,18,1
23,26,26,40,0
28,44,28,44,1
47,29,31,59,0
22,8,41,71,0
85,18,42,73,1
21,12,33,53,1
89,33,69,24,0
34,18,69,69,1
22,19,22,61,0
84,18,26,5,0
69,15,61,104,0
85,1,68,71,0
77,22,57,67,0
90,2,41,0,0
54,6,52,95,0
41,33,25,22,1
3,19,61,97,0
35,42,64,13,1
51,28,46,74,1
28,24,35,89,1
76,19,60,42,0
29,30,38,4,1
33,39,21,39,1
71,17,65,89,1
48,4,64,40,1
83,6,53,30,0
64,17,24,32,0
19,11,55,19,1
16,15,51,51,1
70,36,37,33,0
80,0,61,105,0
8,8,42,35,0
61,44,51,91,0
30,39,67,43,1
24,26,54,78,1
69,28,50,84,1
60,36,32,23,0
37,4,51,109,0
35,45,60,47,1
13,22,70,47,1
4,6,39,98,0
30,27,32,87,1
55,18,65,97,0
69,23,53,94,0
22,26,32,32,1
88,26,66,70,1
47,33,24,110,0
42,26,56,69,1
81,14,32,64,1
56,2,25,63,0
76,26,70,40,1
66,18,58,98,0
87,13,69,18,0
30,26,55,14,1
78,24,44,70,1
48,14,57,42,0
39,44,55,48,1
83,29,33,101,0
84,20,60,3,0
54,42,64,56,1
16,8,69,93,0
73,42,60,22,0
57,29,65,4,1
32,36,23,87,1
81,2,62,1,0
47,31,67,3,1
54,38,60,94,0
27,24,30,67,0
60,24,66,66,1
37,3,33,1,0
58,18,53,61,0
57,8,39,55,1
1,29,37,108,0
4,43,43,39,1
39,35,57,92,0
44,19,54,93,0
70,17,40,54,1
62,38,50,51,1
83,36,65,70,1
66,6,67,74,1
70,11,29,56,0
32,5,59,3,0
20,6,49,77,1
51,5,65,29,1
9,2,38,88,1
53,33,63,54,1
45,43,34,30,1
68,22,44,103,0
77,40,40,80,1
79,1,46,76,0
64,11,54,90,0
50,27,43,48,1
39,2,32,53,1
27,19,25,60,0
79,6,45,80,0
63,7,70,35,0
34,28,53,15,1
12,5,46,84,1
86,21,25,39,0
60,19,20,69,0
46,5,44,7,0
70,32,41,52,1
69,24,62,16,0
21,21,24,66,0
12,21,25,47,1
43,7,40,79,0
5,11,37,25,1
47,2,60,59,0
48,34,55,85,1
79,36,29,35,0
51,10,53,95,0
2,23,46,36,1
17,33,37,21,1
77,29,39,38,0
25,21,25,78,0
7,7,25,6,0
64,38,58,60,1
24,28,53,46,1
13,31,43,85,1
46,27,44,17,1
68,7,54,1,0
47,12,61,81,0
2,19,68,92,0
67,2,64,89,1
26,11,40,77,1
87,41,20,4,0
23,7,33,57,1
46,10,36,107,0
30,40,68,79,1
72,18,22,91,0
56,2,51,69,0
69,30,42,16,0
42,25,45,80,1
29,21,58,77,0
6,15,38,89,1
48,41,59,56,1
44,5,28,3,0
80,38,39,103,0
30,22,44,75,1
41,11,21,87,0
61,13,67,60,1
28,6,59,86,0
13,9,65,27,1
14,13,47,91,0
31,31,56,107,0
50,22,54,44,0
30,12,31,21,1
80,12,27,110,0
35,38,20,64,1
4,6,28,33,1
79,24,53,21,0
66,30,59,91,0
15,3,22,54,1
67,24,37,76,1
4,13,27,8,1
65,42,29,95,0
63,2,40,97,0
67,5,62,40,0
61,6,43,49,0
39,16,49,67,0
33,12,66,60,1
45,44,41,87,1
24,10,54,49,0
55,9,51,23,1
41,38,22,73,1
72,30,37,41,1
10,17,65,8,1
52,21,32,96,0
75,44,27,39,0
90,30,45,101,0
28,16,59,98,0
62,6,60,69,0
60,39,70,34,0
74,0,36,105,0
44,6,35,69,1
60,6,63,50,0
65,32,24,109,0
14,22,46,6,1
32,12,47,90,0
84,41,61,98,0
42,18,44,59,1
73,39,43,73,1
55,42,21,0,1
17,43,46,37,1
61,21,52,65,1
32,6,57,21,1
89,32,67,24,0
24,6,51,1,0
43,28,63,1,1
44,42,51,83,1
60,1,49,59,0
44,9,43,17,0
80,34,56,19,0
44,11,32,94,0
6,36,47,22,1
50,13,39,22,1
53,12,26,48,0
42,45,31,88,1
55,8,24,59,0
40,31,27,20,1
1,16,41,64,1
14,42,69,65,1
47,37,70,44,1
75,38,21,2,0
14,21,48,71,1
38,37,55,41,1
74,19,42,26,0
24,17,24,83,0
30,23,44,70,1
23,44,50,2,1
67,12,31,24,0
7,0,69,41,1
51,44,42,4,1
86,32,54,60,1
18,31,51,97,0
4,9,34,10,0
35,34,45,72,1
22,32,62,83,1
8,15,51,18,1
23,34,28,51,1
41,14,59,96,0
57,1,41,96,0
18,22,50,87,1
70,34,32,99,0
77,42,32,88,1
37,35,42,45,1
9,38,35,48,1
1,23,58,16,1
40,34,47,80,1
67,43,21,69,1
13,1,22,14,1
28,42,30,30,1
26,15,27,93,0
85,31,68,99,0
25,41,54,89,1
77,1,33,70,1
54,39,31,67,1
45,34,67,35,1
52,19,28,20,1
14,17,20,35,1
31,38,49,93,0
84,26,47,8,0
70,32,35,39,0
20,13,66,97,0
41,13,50,101,0
2,23,31,90,1
64,29,57,87,1
39,36,51,92,0
11,28,60,83,1
39,43,47,52,1
15,10,28,98,0
35,27,37,52,1
34,8,60,48,0
17,19,56,97,0
60,30,67,52,1
65,39,45,4,1
77,30,27,23,0
15,33,27,34,1
41,23,25,102,0
34,29,65,68,1
57,30,47,96,0
78,37,61,38,0
90,10,49,21,0
56,7,63,68,0
39,26,40,55,1
58,25,37,13,1
32,24,44,84,1
38,14,46,29,1
27,32,34,54,1
11,39,59,71,1
49,9,44,86,0
1,26,23,10,1
87,24,35,7,0
57,11,61,29,1
90,28,70,34,0
75,8,52,79,0
2,7,44,38,1
47,27,44,66,1
54,21,23,14,1
20,18,24,42,1
76,31,38,83,1
85,16,22,33,0
38,31,47,59,1
10,32,69,31,1
8,34,42,100,0
14,31,59,30,1
45,33,66,79,1
30,22,50,96,0
35,3,33,22,1
84,30,31,79,0
63,33,67,76,1
16,31,49,79,1
19,20,57,43,1
26,6,29,93,0
82,24,35,5,0
51,23,37,21,1
74,39,30,94,0
3,43,42,108,0
31,17,61,17,0
8,7,21,39,1
82,23,28,13,0
56,25,55,76,1
21,33,50,44,1
87,39,25,59,1
48,28,36,3,1
14,23,46,94,0
90,11,51,92,0
21,29,51,40,1
75,45,69,86,1
12,43,36,52,1
71,9,62,89,0
44,8,33,42,1
62,5,29,52,0
82,21,34,25,0
19,34,65,83,1
71,35,45,78,1
21,32,20,73,1
38,20,69,82,1
13,41,54,71,1
79,33,61,78,1
20,4,60,0,0
52,26,56,69,1
58,5,57,21,1
2,6,53,21,1
16,12,44,67,1
42,16,28,36,1
56,20,35,55,1
8,1,59,110,0
66,18,51,7,1
28,22,22,44,0
90,18,39,77,1
51,4,65,99,0
51,25,34,48,1
28,10,54,93,0
38,41,54,50,1
51,32,31,87,1
17,23,47,101,0
68,38,33,39,0
5,29,67,56,1
3,9,27,77,1
37,21,26,17,1
62,27,61,48,0
43,32,53,97,0
79,2,53,21,0
31,24,62,76,0
20,23,45,42,1
16,13,63,103,0
67,25,26,84,0
69,19,62,33,0
62,25,27,44,0
38,38,31,21,1
7,6,37,93,0
15,30,33,83,1
80,8,57,21,0
74,12,69,109,0
3,30,22,101,0
79,29,51,27,0
22,31,70,79,1
33,14,23,44,0
15,8,63,24,0
48,34,55,50,1
84,26,30,106,0
25,43,54,88,1
58,18,42,21,1
27,32,56,25,1
85,14,34,46,1
85,6,30,21,0
18,16,36,29,0
72,33,50,101,0
60,24,50,69,1
81,24,45,55,1
77,34,25,1,0
32,44,49,60,1
29,2,47,85,0
56,38,66,35,1
33,34,52,34,1
42,27,43,95,0
84,35,27,5,0
69,40,60,80,1
45,27,28,91,0
26,10,52,3,0
62,33,61,3,1
30,41,54,28,1
62,16,70,67,1
13,33,37,40,1
30,17,46,38,0
44,27,24,39,1
83,43,29,63,1
30,37,48,104,0
19,26,62,82,1
44,1,28,29,0
24,33,23,16,1
34,38,28,55,1
30,44,20,9,1
4,28,55,12,1
27,32,50,90,1
82,9,43,63,0
55,38,25,70,1
22,42,23,90,1
6,27,58,89,1
85,14,24,30,0
12,25,39,19,0
65,15,49,49,0
85,33,44,91,0
20,30,21,31,1
77,27,57,53,1
77,22,49,51,1
68,43,37,66,1
77,13,47,96,0
18,13,60,1,1
43,33,20,67,1
49,44,21,66,1
2,9,43,41,1
41,21,50,108,0
12,44,50,14,1
44,43,23,52,1
66,30,36,62,1
89,0,41,88,0
50,31,33,18,1
45,8,32,66,1
43,16,43,110,0
1,9,38,63,1
56,16,39,108,0
26,8,22,65,0
79,35,29,55,1
38,32,67,21,1
41,11,47,108,0
9,37,54,35,1
81,37,53,31,0
32,25,53,39,0
80,2,61,18,0
31,16,38,49,1
23,21,40,104,0
56,10,63,53,0
40,12,47,88,0
89,25,64,12,0
67,45,54,70,1
53,43,51,6,1
21,15,70,95,0
44,25,65,2,1
30,18,33,12,1
13,38,41,26,1
59,36,59,51,1
30,42,42,16,1
22,15,28,91,0
44,26,28,27,1
40,9,29,43,0
10,29,27,30,1
39,16,38,101,0
35,28,65,75,1
36,39,27,11,1
1,26,41,23,1
43,30,49,85,1
37,12,41,12,1
16,17,33,61,1
16,16,25,57,1
26,43,23,98,0
72,9,62,74,0
65,34,47,29,0
3,2,30,89,1
77,33,53,48,1
61,9,47,31,0
19,14,55,89,1
9,40,27,73,1
6,0,36,3,0
78,4,34,105,0
57,14,49,3,1
7,45,59,2,1
76,4,60,63,0
15,21,36,92,0
75,39,37,67,1
71,12,20,57,0
20,35,54,25,1
76,36,34,9,0
17,43,45,78,1
42,3,69,93,0
44,17,47,45,1
58,39,62,58,1
56,26,38,73,1
14,2,46,50,1
46,43,55,1,1
43,35,70,90,1
5,21,69,14,1
53,23,22,53,1
70,39,23,33,0
34,9,28,41,0
57,6,20,29,1
48,40,21,62,1
38,19,41,99,0
6,25,69,64,1
9,32,38,9,1
46,35,56,42,1
51,38,50,26,1
62,4,31,74,0
65,16,67,56,1
52,37,61,15,1
88,4,39,69,0
59,1,55,35,0
52,43,52,83,1
24,6,28,87,0
64,33,69,98,0
68,0,56,30,0
87,23,24,44,0
77,3,25,57,0
26,14,63,35,1
15,19,63,85,1
22,37,67,3,1
81,20,28,20,0
26,24,52,81,1
46,16,41,36,0
56,43,38,39,1
58,6,43,91,0
38,1,45,28,0
54,31,70,57,1
88,39,34,108,0
24,32,48,26,1
80,42,50,97,0
32,32,63,32,1
29,45,58,42,1
47,11,39,12,1
25,36,28,22,1
38,26,53,58,1
89,11,56,34,0
45,10,50,22,1
11,23,40,49,1
18,36,50,21,1
40,8,52,8,0
89,2,32,101,0
61,29,25,21,0
65,42,35,106,0
48,22,20,72,1
55,45,30,32,1
68,6,62,58,0
20,36,65,56,1
76,31,28,51,1
51,44,48,50,1
88,36,46,46,1
85,43,26,100,0
31,0,68,56,0
42,32,44,73,1
6,11,30,11,1
63,33,38,106,0
82,36,24,107,0
14,20,68,36,1
66,13,62,12,0
73,26,32,26,0
5,33,24,63,1
84,0,57,8,0
18,11,30,99,0
70,28,33,12,0
40,26,29,50,0
33,39,60,104,0
50,15,39,59,1
43,4,25,80,0
53,31,64,59,1
71,9,25,98,0
57,3,33,105,0
46,16,27,16,1
64,0,64,110,0
39,9,53,27,0
54,4,32,101,0
9,9,30,86,1
37,32,30,24,1
84,38,56,84,1
4,10,61,80,1
68,17,62,60,0
53,8,34,2,0
90,40,36,108,0
68,39,68,45,1
30,14,41,44,1
20,43,22,32,1
4,5,23,57,1
45,0,63,73,0
31,31,46,108,0
84,4,31,86,0
90,38,22,18,0
50,36,40,87,1
41,36,41,58,1
19,45,29,50,1
40,3,24,80,0
31,19,27,36,1
63,17,25,107,0
81,17,48,1,0
18,38,22,82,1
17,44,63,64,1
5,0,33,26,0
78,0,32,42,0
36,44,45,101,0
50,19,23,66,0
89,38,61,106,0
4,21,60,71,1
51,3,70,101,0
85,33,51,22,0
45,5,52,47,0
69,36,70,109,0
54,27,27,46,1
35,35,32,28,1
31,35,22,21,1
53,19,29,98,0
59,33,44,106,0
51,11,56,91,0
8,16,39,79,1
3,36,62,57,1
4,38,55,75,1
49,7,69,28,1
43,0,58,82,0
51,31,23,81,1
78,30,51,57,1
14,42,41,45,1
15,19,35,26,1
48,41,25,17,1
73,42,41,94,0
41,23,36,78,1
47,8,40,74,0
89,39,48,97,0
84,2,68,87,0
82,0,64,60,0
80,5,58,6,0
68,9,24,84,0
52,5,24,24,1
9,0,26,49,1
36,23,34,31,1
35,12,61,55,0
18,25,31,105,0
49,10,31,64,0
53,8,31,17,1
43,3,55,59,0
18,0,30,68,1
2,43,70,110,0
56,44,31,41,1
20,18,56,82,1
57,2,44,66,0
27,11,63,3,1
87,4,59,104,0
81,36,44,109,0
60,15,24,62,0
37,7,41,80,0
48,22,55,108,0
22,5,44,19,1
42,43,51,66,1
9,3,34,44,1
13,4,66,5,0
76,45,57,11,0
89,34,39,71,1
63,5,33,23,0
14,6,28,63,1
52,6,26,82,0
38,1,70,13,1
70,8,52,52,0
9,23,44,57,1
65,11,66,74,1
68,8,68,63,1
46,26,48,85,1
49,23,49,93,0
76,32,30,106,0
81,37,34,56,1
81,22,49,21,0
42,8,27,24,0
53,13,21,66,0
48,5,28,65,0
39,5,61,55,0
83,42,70,36,0
43,4,66,105,0
55,32,55,42,1
39,5,54,97,0
65,15,46,70,1
76,15,27,40,0
49,38,69,96,0
43,33,59,65,1
50,34,55,20,1
27,0,70,0,0
55,7,26,99,0
50,14,34,44,1
67,40,58,56,1
83,9,61,19,0
2,24,22,110,0
18,0,33,18,0
29,9,48,101,0
67,45,33,71,1
32,35,49,43,1
82,22,57,109,0
18,27,36,85,1
34,28,27,31,1
15,40,57,15,1
77,28,62,18,0
73,39,38,107,0
38,1,39,65,0
45,13,55,72,0
53,18,26,102,0
4,40,44,63,1
37,9,57,13,0
31,31,54,99,0
73,23,47,26,0
65,12,24,26,0
38,7,28,67,0
74,32,59,8,0
24,34,53,40,1
71,15,52,71,0
23,44,61,94,0
44,30,56,75,1
76,11,64,71,1
85,39,29,71,1
34,4,39,104,0
49,20,70,31,1
47,26,22,3,1
29,11,47,38,1
59,7,49,43,0
29,27,42,26,1
40,18,53,71,0
16,15,33,16,1
30,30,25,72,1
16,32,69,24,1
46,29,61,102,0
7,8,56,44,1
82,11,21,73,0
4,14,34,76,1
1,38,64,108,0
77,30,63,35,0
12,11,20,58,1
42,3,56,28,1
47,25,41,106,0
27,2,38,67,0
55,42,42,81,1
9,40,48,29,1
12,16,31,92,0
52,19,29,54,0
21,30,43,15,1
51,8,65,74,1
30,23,65,102,0
90,23,36,15,0
87,14,49,107,0
28,3,59,74,0
1,27,39,11,1
77,34,47,50,1
61,36,63,15,0
23,44,62,56,1
29,6,51,51,0
15,4,21,21,1
57,14,59,2,1
86,21,28,50,0
42,18,27,66,0
3,7,34,78,1
6,26,57,58,1
14,24,42,34,0
6,27,36,97,0
1,4,56,91,0
51,14,50,106,0
14,23,40,66,1
39,6,32,45,1
39,14,69,7,1
51,11,55,105,0
2,12,56,94,0
64,37,47,9,1
48,6,43,84,0
31,23,68,12,1
1,42,26,32,1
21,16,42,23,0
26,18,70,19,1
72,5,48,23,0
59,27,53,12,1
51,12,33,57,1
75,37,26,91,0
4,43,23,32,1
30,30,34,84,1
28,45,66,39,1
16,13,33,95,0
54,1,49,110,0
77,6,50,41,0
90,32,28,68,1
41,21,48,42,1
24,37,44,78,1
10,15,22,62,1
70,21,69,55,1
1,31,20,102,0
73,0,38,106,0
84,35,54,28,0
13,29,46,61,1
75,23,67,56,1
18,2,23,46,1
4,16,31,102,0
70,45,33,74,1
33,5,33,18,1
80,37,37,63,1
23,27,31,2,1
18,6,27,95,0
50,17,31,9,1
88,41,20,1,0
42,19,43,90,1
31,18,56,110,0
24,38,20,18,1
76,11,69,105,0
65,7,36,62,1
8,42,51,27,1
26,7,60,2,0
18,20,69,68,1
26,34,30,67,1
49,40,30,55,1
43,29,31,56,0
84,35,58,85,1
82,17,48,10,0
25,11,40,28,1
30,32,34,83,1
40,8,32,8,0
72,14,59,33,0
21,7,44,16,1
30,43,55,86,1
5,16,46,109,0
19,30,68,67,1
27,2,36,57,0
55,41,23,24,1
90,45,54,22,0
63,20,21,15,0
75,33,58,65,1
73,9,45,12,0
29,3,28,21,1
1,45,24,39,1
36,11,67,85,1
37,45,53,103,0
50,22,51,51,1
74,2,28,55,0
78,44,42,7,0
29,8,40,100,0
73,24,23,0,0
32,8,50,38,0
66,42,38,44,1
40,21,52,50,1
75,14,55,88,0
45,37,62,107,0
20,40,21,92,0
50,12,66,15,1
41,30,47,86,1
24,26,32,74,1
24,14,24,98,0
2,15,47,79,1
41,10,59,50,0
63,0,21,98,0
82,27,59,80,1
72,7,42,110,0
48,16,64,47,1
24,1,58,7,0
45,17,56,10,0
52,7,29,45,0
67,42,53,109,0
22,8,50,86,0
2,45,32,67,1
54,40,24,59,1
59,17,45,61,1
66,21,67,36,0
6,44,52,55,1
46,33,22,30,1
17,44,21,71,1
6,5,28,89,1
53,7,37,22,1
28,30,30,50,0
19,37,58,4,1
82,22,67,10,0
36,13,41,92,0
7,17,27,47,1
8,26,28,67,1
78,5,46,56,0
2,6,27,44,1
76,42,66,12,0
87,31,52,105,0
87,6,61,56,0
61,17,28,74,0
40,10,49,11,1
82,14,22,47,0
25,30,45,1,1
67,9,29,87,0
1,20,24,65,1
65,38,21,69,1
10,40,43,75,1
28,27,50,102,0
72,1,47,95,0
5,40,47,78,1
14,19,37,41,1
66,29,38,77,1
2,28,44,52,1
8,1,20,105,0
33,45,45,92,0
72,22,68,45,1
44,41,36,101,0
26,18,33,62,1
78,40,67,22,0
28,30,49,40,1
19,36,22,60,1
54,24,43,40,1
25,39,51,102,0
58,34,20,54,1
24,40,48,33,1
71,33,24,40,1
70,25,52,9,0
33,28,38,80,1
76,11,25,23,0
6,45,28,41,1
19,25,68,110,0
64,23,59,31,0
86,16,30,68,0
59,19,39,90,1
36,19,21,88,0
33,25,65,48,1
10,41,60,52,1
33,11,52,60,0
31,22,70,5,1
32,42,23,68,1
27,6,48,22,1
39,41,56,45,1
43,43,45,48,1
69,2,36,31,0
15,16,36,78,1
23,32,25,77,1
77,1,49,63,0
29,26,21,18,1
82,3,62,13,0
37,7,34,94,0
19,30,53,92,0
50,17,39,85,1
78,45,33,55,1
67,26,53,28,0
59,40,23,104,0
80,7,48,63,0
67,19,65,6,1
43,5,67,94,0
2,25,40,37,0
86,12,55,21,0
71,35,50,28,0
5,6,20,99,0
5,42,56,65,1
64,1,21,80,0
83,42,56,44,1
33,22,26,97,0
44,38,60,30,1
70,3,29,52,0
78,7,41,51,0
73,37,31,21,0
47,1,68,79,0
10,40,25,48,1
12,4,37,88,1
50,18,25,104,0
1,2,35,22,1
85,32,50,98,0
24,32,43,6,1
11,31,24,15,1
52,16,50,59,0
19,38,33,71,1
82,6,67,23,0
85,33,65,47,1
22,39,49,53,1
32,35,26,64,1
15,37,55,54,1
10,8,58,61,1
28,12,45,34,1
89,15,26,64,0
78,41,54,61,1
82,24,27,49,0
75,13,57,32,0
53,16,36,16,1
36,39,56,91,0
6,37,27,88,1
81,8,48,71,0
35,11,30,52,0
87,7,46,13,0
46,0,54,93,0
75,44,69,12,0
58,16,35,51,1
90,9,64,4,0
59,12,69,77,1
24,7,53,34,1
67,13,57,45,0
23,14,45,100,0
86,10,51,11,0
7,8,37,77,1
86,18,62,7,0
79,15,32,44,1
58,4,54,25,1
77,30,27,101,0
68,22,52,8,1
30,38,43,81,1
90,8,23,73,0
46,39,58,84,1
39,29,52,14,1
29,8,62,18,0
47,5,35,28,1
23,28,63,84,0
46,3,41,102,0
71,43,46,64,1
48,16,63,64,0
81,8,49,69,0
76,36,45,32,0
83,34,35,16,0
7,44,60,92,0
43,33,49,29,1
47,13,68,77,1
3,43,30,85,1
44,36,57,31,1
6,10,39,96,0
12,39,51,0,1
36,15,29,19,1
15,27,46,65,1
56,10,24,62,0
43,10,35,73,1
27,18,44,58,1
85,38,21,55,1
40,23,20,59,1
16,10,67,82,1
16,42,51,23,1
57,27,70,30,1
69,10,54,91,0
50,38,43,31,1
29,16,62,52,0
33,17,27,84,0
55,10,38,37,1
43,4,44,36,1
20,37,27,93,0
56,0,47,19,0
57,21,30,12,1
12,5,39,78,1
82,14,66,104,0
67,5,26,45,0
38,8,69,68,1
12,1,42,32,0
49,18,40,50,1
57,28,60,82,0
62,11,58,100,0
44,24,23,76,1
60,35,29,17,0
88,34,34,56,1
16,4,43,76,1
52,41,56,50,1
5,22,42,68,1
67,16,61,23,0
27,6,40,78,0
8,26,64,37,1
46,37,26,103,0
8,36,41,93,0
3,23,61,20,1
26,41,22,3,1
24,44,61,68,1
87,31,31,44,1
31,31,46,12,1
84,17,61,9,0
73,30,24,28,0
42,21,47,105,0
89,32,40,85,1
25,23,57,31,1
88,40,68,57,1
10,44,49,32,1
43,31,24,108,0
31,45,39,31,1
60,3,34,109,0
11,0,37,5,0
67,40,39,78,1
76,7,28,28,0
13,22,44,35,1
66,38,67,63,1
21,26,41,68,1
5,15,59,12,1
31,40,35,91,0
87,0,20,1,0
37,33,51,42,1
77,31,58,48,1
50,6,69,56,1
18,35,53,29,1
61,36,56,34,0
75,37,30,18,0
86,18,41,53,1
46,30,38,44,1
8,2,50,7,0
12,45,28,50,1
19,29,65,73,1
47,37,62,45,1
75,44,29,43,1
45,5,34,84,1
54,38,27,27,1
66,29,49,52,1
4,24,24,79,1
33,33,52,110,0
20,41,67,20,1
40,24,22,104,0
10,30,26,52,1
77,44,22,28,0
82,28,20,36,0
8,39,58,17,1
35,32,67,83,1
67,4,52,26,0
11,33,37,63,1
12,12,46,101,0
85,15,32,11,0
88,7,37,100,0
28,40,70,78,1
30,4,69,83,0
55,22,47,96,0
1,3,20,38,1
26,24,29,77,0
17,18,39,44,1
45,25,26,45,0
34,40,52,60,1
73,0,63,32,0
53,38,37,78,1
26,13,64,71,1
40,9,49,56,0
62,6,61,17,0
13,32,49,63,1
22,26,49,83,1
11,18,20,18,1
28,1,62,28,0
9,32,25,66,1
69,27,33,58,1
6,14,39,40,1
80,38,25,105,0
28,21,23,93,0
10,22,62,85,1
47,11,52,53,0
16,34,47,50,1
34,30,60,36,1
89,12,66,47,1
46,12,46,42,0
69,9,23,41,0
36,27,67,43,1
35,40,67,43,1
40,0,30,48,0
58,1,34,55,0
21,18,48,109,0
52,0,68,66,0
9,41,60,0,1
7,41,45,21,1
73,38,56,107,0
87,23,41,82,1
50,25,26,49,0
81,29,26,102,0
6,16,26,36,1
78,27,59,85,1
35,0,61,10,0
26,4,65,74,1
89,44,69,102,0
78,28,60,5,0
43,14,53,31,1
37,28,59,45,1
60,39,57,34,0
22,14,53,109,0
57,28,35,81,1
83,8,29,28,0
71,11,23,20,0
37,32,48,4,1
2,41,32,109,0
18,27,68,36,1
83,15,37,8,0
5,9,64,4,0
77,5,30,79,0
30,25,63,23,0
53,43,40,69,1
22,16,66,83,1
47,42,58,18,1
24,21,57,89,0
71,1,58,66,0
14,18,65,29,1
33,4,68,109,0
39,10,40,4,0
37,0,60,56,0
66,19,68,21,0
12,43,64,79,1
77,38,30,80,1
87,17,39,102,0
49,45,22,57,1
41,7,41,42,0
26,15,22,25,1
41,35,41,60,1
85,3,65,78,1
14,29,55,96,0
43,11,25,87,0
45,17,24,30,1
74,26,25,20,0
39,14,64,55,1
57,32,25,80,1
85,39,56,54,1
17,18,23,54,1
36,44,24,81,1
40,26,38,102,0
83,26,39,51,1
42,10,21,12,1
31,44,53,31,1
88,39,70,89,1
14,15,28,51,1
32,42,58,12,1
77,38,48,76,1
76,14,45,102,0
41,22,42,98,0
40,14,35,94,0
2,2,23,72,1
61,42,49,35,0
81,17,63,63,0
90,25,64,27,0
9,28,69,68,1
80,30,34,6,0
24,33,64,27,1
31,5,48,4,0
2,41,53,63,1
60,33,49,41,1
49,40,57,25,1
22,9,57,64,0
44,13,44,62,1
63,39,38,40,1
54,29,24,85,1
4,44,63,102,0
40,15,40,44,1
81,10,47,73,0
72,31,69,74,1
9,2,46,109,0
68,45,62,24,0
59,8,69,15,1
34,13,49,10,1
20,14,22,30,1
58,11,52,6,1
42,38,44,85,1
31,42,28,62,1
76,12,64,13,0
77,23,62,53,0
57,39,30,49,1
48,1,28,65,0
19,42,30,6,1
45,33,62,77,1
30,9,64,15,1
36,5,70,9,0
41,7,63,46,0
10,28,37,65,1
72,11,21,99,0
85,0,46,32,0
2,15,33,53,1
56,40,50,76,1
29,31,64,75,1
35,24,40,87,1
52,1,32,103,0
74,30,49,97,0
81,6,29,61,0
14,38,52,32,1
87,43,45,25,0
69,9,38,7,0
6,33,44,20,1
57,25,61,19,1
39,16,54,9,1
50,15,62,14,1
32,24,57,29,0
30,6,30,101,0
53,24,47,69,1
55,25,26,4,1
83,23,29,58,0
36,20,56,74,0
87,1,27,3,0
7,11,20,93,0
62,10,42,92,0
64,36,63,49,1
29,8,36,71,1
37,35,64,38,1
19,14,44,72,1
66,29,54,41,1
36,15,69,37,1
45,21,42,26,1
27,35,48,102,0
39,8,51,107,0
38,13,27,40,0
8,35,45,54,1
88,23,67,27,0
13,36,63,78,1
8,39,46,0,1
64,26,56,19,0
2,42,22,90,1
5,4,26,105,0
73,21,22,88,0
37,32,50,63,1
81,45,24,25,0
1,22,30,6,1
55,29,33,22,1
46,23,53,75,1
89,1,45,50,0
9,11,67,15,1
66,44,68,34,0
87,37,67,65,1
68,20,24,39,0
58,35,30,108,0
14,15,67,106,0
71,8,61,95,0
49,13,50,7,1
17,17,45,104,0
69,9,41,34,0
90,11,21,1,0
9,29,36,16,1
42,37,56,48,1
67,15,37,40,1
39,7,53,72,0
4,26,51,41,1
22,41,66,35,1
73,19,21,39,0
26,19,27,89,0
31,37,53,46,1
17,4,62,9,0
68,22,46,94,0
14,22,62,62,1
59,21,33,30,1
19,25,25,99,0
35,38,50,39,1
40,3,33,31,1
57,6,24,60,0
23,7,61,78,0
36,19,42,29,1
47,45,51,44,1
21,28,31,41,0
89,6,48,39,0
3,10,39,48,1
76,2,28,49,0
56,11,53,14,1
75,16,41,107,0
7,4,57,53,1
83,44,69,86,1
83,10,33,54,1
31,39,24,13,1
27,4,58,50,0
38,24,25,48,0
54,9,63,79,0
82,13,66,2,0
48,44,39,80,1
21,36,41,58,1
60,1,33,17,0
14,19,46,78,1
85,39,36,61,1
51,41,50,5,1
33,3,42,1,0
35,27,32,11,1
54,20,22,46,0
83,24,21,15,0
70,24,21,36,0
86,45,64,90,1
90,24,51,94,0
81,45,47,46,1
79,44,66,69,1
21,27,70,2,1
11,12,41,50,1
3,18,26,98,0
11,33,70,79,1
31,3,35,109,0
76,25,34,101,0
53,21,38,62,1
30,38,39,0,1
10,36,20,95,0
35,40,57,29,1
7,3,25,98,0
50,32,23,81,1
52,26,32,104,0
54,41,63,101,0
2,17,59,81,1
80,7,51,76,0
42,13,24,44,0
49,22,50,102,0
83,0,27,64,0
22,6,24,82,0
29,16,47,12,0
67,16,30,9,1
90,12,63,68,0
71,20,34,28,0
4,7,29,23,1
56,11,40,38,1
28,42,54,10,1
38,32,59,70,1
30,28,66,40,1
61,17,38,102,0
81,32,22,0,0
